loan_id,default_probability,risk_tier,alert_text
LN13500,0.7227375971644149,High,"This application falls into a high-risk tier due to the borrower’s limited credit history and modest income relative to the loan size. With just two years of credit history and a single prior default, the borrower’s risk profile is further strained by a 22.11% interest rate and a near-30% debt-to-income ratio for a $12,500 loan. Before approval, request additional proof of stable income or a co-signer to mitigate repayment concerns."
LN13444,0.8955035273641775,High,"This application falls into Tier 3 due to its high interest rate and short credit history, making it a high-risk personal loan for debt consolidation. The borrower’s single default within three years and minimal home ownership despite steady income raise concerns, especially given the 16.49% rate on a $15,000 loan. Before approval, request additional documentation verifying the default’s resolution and current employment stability to mitigate risk."
LN05436,0.9330373892365912,High,"This application falls into Tier 3 due to the borrower’s limited credit history and modest income relative to the loan size. The most concerning factors are the borrower’s short employment tenure of just one year and a credit history length of only four years, which increases default risk despite a clean repayment record. Before approval, I recommend requiring a co-signer with stronger credit stability to mitigate exposure."
LN02199,0.7011230379857984,High,"This application falls into the high-risk tier due to the borrower’s limited credit history, young age, and prior default, making it a concerning unsecured personal loan for general use. The two most alarming factors are the 14.54% interest rate on a $6,000 loan for a borrower earning just $30,652 annually, along with the 23-year-old’s single default record within a 2-year credit history. Before approval, require a detailed explanation of the loan purpose and verify the borrower’s current employment stability."
LN20844,0.7671978057675969,High,"This application falls into Risk Tier 3 due to the high interest rate and unsecured nature of the loan, which raises concerns given the borrower’s limited income stability and lack of home ownership. The two most troubling factors are the 17.27% interest rate on a $12,700 loan and the borrower’s annual income of just $37,400, which results in a monthly payment obligation that could strain their budget. Before approval, I recommend requiring proof of additional income or a co-signer to mitigate repayment risk."
LN29117,0.9411497904961768,High,"This application falls into the high-risk tier due to the borrower’s limited employment history and modest income relative to the loan amount. The two most concerning factors are the borrower’s just one year of work experience and a loan-to-income ratio of 38%, which strains affordability despite a clean credit record. Before approval, request additional proof of stable income or a co-signer to mitigate repayment risk."
LN09598,0.8625554066419058,High,"This application falls into Tier 4 with a $15,000 loan for an unspecified purpose, raising concerns given the borrower’s limited credit history of just four years and modest income relative to the loan size. The two most troubling factors are the 16.4% interest rate, which is unusually high for a Grade 4 loan, and the fact that the loan consumes 26% of the applicant’s annual income despite their young age and short employment tenure. Before moving forward, I recommend requiring full documentation of the loan purpose to assess risk more clearly."
LN15928,0.7090537611275342,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. The two most concerning factors are the 25-year-old applicant’s only two years of credit history and a loan-to-income ratio of 12.5%, which exceeds prudent lending thresholds. Before approval, I recommend requiring a co-signer or additional collateral to mitigate default risk."
LN10300,0.897994620897454,High,"This application falls into the high-risk tier due to the borrower’s lack of employment history and minimal credit experience, despite the modest loan amount. The most concerning factors are the applicant’s zero years of employment experience and a prior default status, which raise significant repayment concerns. Before approval, request additional documentation verifying stable income sources or consider reducing the loan amount to mitigate risk."
LN18583,0.6018491238319158,High,"This application falls into Risk Tier 3 due to the borrower’s low income-to-loan ratio and high interest rate, which strains affordability despite a clean credit history. The two most concerning factors are the $24,000 annual income supporting a $2,400 loan at 13.98% interest, consuming 0.1% of income but leaving minimal margin for repayment shocks, and the borrower’s limited 4 years of employment stability. Before approval, request updated pay stubs and employment verification to confirm income consistency and reduce underwriting risk."
LN17386,0.8071952379009734,High,"This application falls into Tier 3 due to the borrower’s limited credit history and high debt-to-income ratio for a $15,000 loan at 15.33%. The most concerning factors are the applicant’s short 3-year credit history and the loan representing 39% of their $38,000 income, which strains affordability. Before approval, request additional documentation to verify stable employment and recent cash flow trends."
LN01236,0.939383491527902,High,"This application falls into our high-risk tier due to the borrower’s limited credit history and the unsecured nature of the loan. With just three years of credit history and an 8.9% interest rate on a $16,000 loan, the borrower’s thin file and high debt-to-income ratio at 37% raise concerns about repayment capacity. Before approval, I recommend requiring a co-signer with stronger credit to mitigate risk."
LN07289,0.709069885380745,High,"This application falls into Tier 3 due to the borrower’s limited credit history and modest income relative to the loan amount. The two most concerning factors are the 26-year-old applicant’s two-year credit history with one default and a $6,500 loan representing 26% of their $25,000 annual income, which strains affordability despite the modest principal. Before approval, request an updated debt-to-income calculation and verification of stable employment to mitigate risk."
LN04727,0.6078977079704441,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan size. The two most concerning factors are the 23-year-old applicant’s just two years of credit history and the $5,000 loan representing 17% of their $29,100 annual income, which strains affordability despite the low default status. Before approval, require a co-signer with stronger credit to mitigate repayment risk."
LN22484,0.6000187654532776,High,"This application falls into Tier 2 due to the borrower’s limited income relative to the loan amount, despite their stable employment history. The most concerning factors are the extremely low percent income at 0.25% and the high interest rate of 13.11%, which could strain repayment capacity given the borrower’s modest earnings. Before approval, request additional documentation verifying consistent cash flow or a co-signer to mitigate risk."
LN32245,0.8472573996030844,High,"This application falls into Risk Tier 3 due to the borrower’s lack of employment history despite a 17-year credit history, raising concerns about repayment capacity for a $1,200 loan. The most troubling factors are the $18,300 annual income with zero years of employment and a 14.74% interest rate on a loan representing 0.07% of income, which strains affordability. Before approval, request documented proof of consistent income or a co-signer to mitigate default risk."
LN32066,0.727643885356357,High,"This application falls into Tier 3 due to the borrower’s lack of employment history despite a 13-year credit history and a prior default, which raises concerns about repayment capacity. The most troubling factors are the 100% reliance on credit history with no verifiable income and a 14.46% interest rate on a $15,000 loan, which strains affordability given the applicant’s zero home ownership. Before approval, request recent bank statements to confirm any undeclared income sources or third-party support."
LN11870,0.8656413081095978,High,"This application falls into Tier 3 due to the borrower’s limited credit history and high interest rate, which raises concerns about repayment capacity given the short track record. The two most troubling factors are the 4-year credit history with no home ownership and a $6,000 loan at 15.62% interest, consuming just 0.08% of income but still risky for a 26-year-old with no assets. Before approval, require a detailed explanation of how the borrower plans to manage this debt alongside their existing financial obligations."
LN17718,0.7643699683342892,High,"This application for a $5,325 loan at 14.59% interest to an unrated purpose poses high risk given the borrower’s age of 22 with only four years of credit history and no home ownership. The most concerning factors are the 16% of income this loan represents despite a modest $33,300 salary and the lack of clarity on how funds will be used. Before approval, obtain a detailed written explanation of the loan purpose and supporting documentation to justify the exposure."
LN18304,0.7862974739298364,High,"This application falls into the high-risk tier due to the borrower’s limited income, short employment history, and prior default, making repayment capacity highly uncertain. The two most concerning factors are the $19,200 annual income against a $4,750 loan (25% of monthly take-home pay) and a single prior default within an 8-year credit history, which raises serious questions about financial discipline. Before approval, require a detailed explanation of the default’s circumstances and proof of consistent income stability for at least six months."
LN17042,0.8830520905321656,High,"This application falls into our high-risk tier due to the borrower’s young age, limited credit history, and the purpose of the loan. The two most concerning factors are the 4-year credit history with no defaults and the $15,000 loan at 9.63% interest, representing 31% of their $48,000 income, which strains affordability. Before approval, request additional documentation proving stable employment and a detailed repayment plan to mitigate risk."
LN23453,0.6624898040242722,High,"This application falls into Tier 3 due to the high interest rate and unsecured nature of the $15,500 loan, which represents 25% of the borrower’s annual income. The two most concerning factors are the borrower’s lack of home ownership and a relatively short 5-year credit history, both of which increase default risk. I recommend deferring approval until the applicant provides additional collateral or reduces the loan amount to mitigate exposure."
LN00174,0.9262213115750428,High,"This application falls into Tier 3 due to the borrower’s limited credit history and modest income relative to the loan amount, which raises concerns about repayment capacity given the high interest rate. The two most troubling factors are the borrower’s short 3-year credit history with one prior default and the loan’s 14.96% interest rate, which could strain affordability despite the low 0.44% income percentage. Before approval, request additional proof of stable employment or a co-signer to mitigate risk."
LN00408,0.9411497904961768,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. The most concerning factors are the borrower’s two-year credit history and a debt-to-income ratio of 46%, which is elevated for this loan size. I recommend deferring approval until the borrower provides additional documentation proving stable income or a co-signer with stronger credit credentials."
LN08071,0.7184904807360574,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. The two most concerning factors are the borrower’s single default on record and the fact that the $20,000 loan represents 41% of their annual income, which strains affordability. Before approval, request updated bank statements to verify cash flow and confirm the borrower’s ability to manage this debt without further strain."
LN00601,0.9367578053632762,High,"This application sits in risk tier four due to the borrower’s limited credit history and high loan-to-income ratio for a purpose-rated three loan. The most concerning factors are the 24-year-old applicant’s two-year credit history and the $20,000 loan representing 44% of their $45,000 annual income, which strains affordability despite strong employment tenure. Before approval, require a detailed debt-to-income breakdown and verification of stable income continuity for the next 12 months."
LN31866,0.6769595671595269,High,"This application falls into Tier 3 due to the borrower’s limited employment history and high interest rate, making it a higher-risk personal loan. The most concerning factors are the 3-year employment tenure with a $140,787 income and a prior default, which raises repayment reliability questions. Before approval, request updated employment verification and a written explanation for the default to assess current stability."
LN18323,0.9219165452055872,High,"This application falls into the high-risk tier due to the borrower’s limited employment history and modest income relative to the loan size. The two most concerning factors are the 24-month employment tenure and a 14.74% interest rate on a $20,200 loan, which consumes 67% of the borrower’s annual income. Before approving, request updated pay stubs and a letter from the employer confirming job stability."
LN05794,0.6174531282312178,High,"This application falls into Tier 3 due to the borrower’s short credit history and high interest rate, raising concerns about repayment capacity given the applicant’s young age. The two most troubling factors are the 4-year credit history with no defaults and a $15,000 loan at 13.24%, which represents 32% of their $46,776 income—well above prudent lending thresholds. Before approval, request updated employment verification to confirm income stability, as the current figures may not fully reflect their ability to service this debt."
LN15848,0.7596062899530653,High,"This application falls into our high-risk tier due to the borrower’s short credit history and recent default, despite their high income. The most concerning factors are the 3-year credit history with a prior default and the loan’s 17.58% interest rate on a $30,000 amount, which is disproportionate for their income level. Before approval, request additional documentation verifying the stability of their employment and income sources."
LN16495,0.908045385522672,High,"This application falls into our highest risk tier due to the borrower’s lack of employment history and short credit history, despite the modest loan amount. The two most concerning factors are the applicant’s zero years of work experience and a credit history length of just two years, which significantly increase default risk. I recommend denying this application until the borrower demonstrates at least 12 months of stable employment before reconsideration."
LN01076,0.931402957852535,High,"This application falls into our highest risk tier due to the borrower’s lack of employment history and extremely short credit history, despite the modest loan amount. The two most concerning factors are the 0.0 years of work experience and a 4-year credit history with no defaults, which suggests limited repayment capacity and unproven credit behavior. Before approval, I recommend requiring a cosigner with stable income to mitigate the risk of default."
LN14572,0.6827719233513774,High,"This application falls into risk tier 3 due to the borrower’s limited credit history of just three years and the high interest rate of 14.96% for a $2,000 loan, which raises concerns about affordability despite the low income-to-loan ratio of 0.05%. The two most troubling factors are the borrower’s young age of 26 with only five years of employment experience and the loan’s purpose being unspecified, which could indicate higher risk. Before approval, I recommend verifying the borrower’s debt-to-income ratio to ensure they can comfortably manage this loan alongside any existing obligations."
LN21057,0.7785157248630549,High,"This application falls into Risk Tier 3 due to the unusually high interest rate of 14.83% for a $3,375 loan, which raises concerns about the borrower’s ability to manage debt given their modest income of $39,000. The two most troubling factors are the applicant’s lack of home ownership and a credit history length of just 8 years, both of which limit their financial stability and repayment track record. Before approval, request updated bank statements to verify cash flow and assess whether this loan aligns with their long-term financial health."
LN24046,0.9373490147392816,High,"The application LN24046 presents a high-risk tier for a $10,000 personal loan, primarily due to the borrower’s limited income stability and short employment history. The most concerning factors are the 15.31% interest rate on a $30,000 income and the 1.0 years of employment experience, which heighten default risk. Before approval, request a detailed debt-to-income breakdown to assess repayment capacity."
LN13795,0.7888322297465753,High,"This application falls into risk tier 4 for a $13,650 personal loan at 18.79% interest, concerning given the borrower’s limited credit history of just 2 years and modest $45,000 income. The two most troubling factors are the 3% of income this loan consumes, which strains affordability, and the 18.79% rate, which is disproportionately high for their risk profile. Before approval, require a detailed debt-to-income breakdown to confirm repayment capacity."
LN26712,0.7244364754771837,High,"This application falls into Tier 3 due to the borrower’s limited credit history and high loan-to-income ratio, raising concerns about repayment capacity given their short employment tenure. The two most troubling factors are the 3-year employment gap and the 15.21% interest rate on a $12,000 loan, which strains affordability despite the low income percentage. Before approval, require a co-signer with stable income to mitigate default risk."
LN25540,0.6564446367734625,High,"This application falls into Tier 3 due to the borrower’s limited employment history and modest income relative to the loan amount. The two most concerning factors are the applicant’s short 3-year job tenure and the loan representing 16% of their annual income, which exceeds prudent lending thresholds. Before approval, request updated pay stubs and employment verification to confirm current income stability."
LN03647,0.7466312313629159,High,"This application falls into Tier 2 risk due to the borrower’s limited income stability and short credit history, making it concerning for a $3,825 loan at 14.27%. The two most alarming factors are the borrower’s $26,000 annual income with just 2 years of employment and a credit history of only 4 years, both of which raise repayment capacity questions. Before approval, request updated employment verification and a detailed explanation of the loan purpose to assess viability."
LN31611,0.8248499320937014,High,"This application falls into Risk Tier 4 due to the borrower’s short employment history and high interest rate, which raises concerns about repayment capacity given their limited income stability. The most troubling factors are the single prior default and the fact that they own no home despite a 13-year credit history, compounded by a 16% interest rate on a $10,000 loan. Before approval, request updated bank statements to verify cash flow and assess whether the borrower can sustain the debt burden."
LN06264,0.9082006043217032,High,"This application falls into our high-risk tier due to the borrower’s limited credit history, minimal income stability, and lack of employment experience, making it a concerning unsecured personal loan for debt consolidation. With a 26-year-old applicant earning $30,000 annually and no prior work history, the 15.31% interest rate on a $6,000 loan—just 0.2% of income—exposes us to significant repayment risk, compounded by a prior default. Before approval, require a co-signer or collateral to mitigate exposure."
LN06105,0.9197968691256329,High,"This application falls into Tier 3 due to the borrower’s limited credit history and modest income, raising concerns about repayment capacity given the $6,000 loan at 14.59%. The two most troubling factors are the borrower’s age of 22 with only 4 years of credit history and an income of $15,000, which makes the 0.4% income-to-loan ratio unsustainable if unexpected expenses arise. Before approval, request proof of stable employment beyond 3 years or a co-signer to mitigate risk."
LN01137,0.9173483313131228,High,"This application falls into the high-risk tier given the borrower’s young age and short credit history, despite the modest loan amount. The two most troubling factors are the borrower’s limited credit experience of just four years and the loan representing 31% of their annual income, which exceeds prudent lending thresholds. Before approval, I recommend requiring a co-signer with stronger credit to mitigate repayment risk."
LN23811,0.8052212415058229,High,"This application falls into risk tier 3 for a $9,600 loan used for purpose 3, which raises concerns given the borrower’s modest income of $48,000 and a credit history with one default. The two most troubling factors are the high interest rate of 16.29% and the loan representing 0.2% of their annual income, which strains affordability despite the short repayment term. Before approval, request updated bank statements to verify cash flow and confirm the borrower’s ability to manage this debt alongside their existing obligations."
LN27198,0.7461528621780534,High,"This application sits in Tier 3 due to the high interest rate and borrower’s limited credit history, making it a borderline case. The two red flags are the 15.62% rate on a $30,000 loan and just five years of credit history with no home ownership, both raising repayment risk. Before approval, request a detailed debt-to-income breakdown to verify affordability beyond the stated income."
LN27461,0.6045610291640545,High,"This application falls into Risk Tier 4 due to the borrower’s short employment history and high-risk purpose, which raises concerns about repayment capacity. The most troubling factors are the 2.0 years of employment with a $108,800 income—raising questions about stability—and the 16.35% interest rate on a $15,000 loan, which strains affordability at just 0.12% of income. Before approval, request updated employment verification and a written explanation of the loan’s necessity to assess true risk."
LN00502,0.7345493979725903,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. With just two years of credit history and an annual income of $18,840, the borrower’s debt-to-income ratio at 16% is concerning, especially given their lack of home ownership. Before approval, request additional proof of stable employment or alternative collateral to mitigate risk."
LN11117,0.6042274777842752,High,"This application falls into risk tier 3 due to the borrower's short credit history and high loan purpose risk, which raises concerns about repayment capacity. The two most troubling factors are the 3-year credit history with one default and the $10,000 loan representing 23% of annual income, well above prudent lending thresholds. Before approval, require a detailed explanation of the default and proof of stable income beyond the stated $43,500."
LN00485,0.9393216439188722,High,"This application falls into the high-risk tier due to the borrower’s limited income, short credit history, and minimal employment experience, raising concerns about repayment capacity. The two most troubling factors are the 22-year-old applicant’s $18,000 annual income with just one year of job tenure and a loan-to-income ratio of 17%, which strains affordability despite a low default record. Before approval, request recent bank statements to verify consistent cash flow and assess whether the borrower can sustain the $3,000 loan at 9.96% interest."
LN13486,0.6949586447335337,High,"This application falls into Tier 2 with a modest loan purpose, but the borrower’s limited employment history and low home ownership raise concerns about repayment capacity. The two most troubling factors are the 3-year employment tenure with a $92k income and the 0.26% income-to-loan ratio, which strains affordability despite the short term. Before approval, request updated bank statements to verify consistent cash flow and residual income after expenses."
LN08802,0.8961081948177765,High,"This application falls into our high-risk tier due to the borrower’s limited credit history and lack of employment experience, despite the modest loan amount. The two most concerning factors are the applicant’s 3-year credit history with one prior default and a debt-to-income ratio of 24% on a $34,000 income, which strains affordability for a 24-year-old with no job stability. Before approval, require a co-signer with verifiable income and a minimum two-year employment history to mitigate repayment risk."
LN27317,0.925343793795204,High,"Loan LN27317 at risk tier 3 raises concern due to its high 18.25% interest rate on a $30,000 loan with no stated purpose, despite the borrower’s solid income. The two most troubling factors are the applicant’s lack of home ownership and the unclear loan purpose, which undermine collateral and repayment visibility. Before approval, request written clarification on the loan’s intended use and supporting documentation to justify the elevated risk."
LN06113,0.9329176014221728,High,"This application falls into the high-risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. The two most concerning factors are the borrower’s age of 24 with just two years of credit history and the loan representing 33% of their annual income, which exceeds prudent lending thresholds. Before approval, I recommend requiring a co-signer with stronger credit stability to mitigate risk."
LN04832,0.9038514752971448,High,"This application falls into a higher risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. With only three years of credit history and a recent default flagged, the borrower’s risk profile is further strained by a $5,000 loan at 15.7% interest, representing 17% of their $29,000 annual income. Before approval, I recommend requiring a co-signer with stronger credit to mitigate the elevated default risk."
LN22082,0.6980891952122125,High,"This application falls into risk tier three due to the high interest rate and minimal income impact, raising concerns about the borrower’s debt sustainability. The two most troubling factors are the 14.11% interest rate on a $7,000 loan and the borrower’s limited four-year employment history despite a high income, which suggests potential repayment instability. Before approval, request updated employment verification and a detailed explanation of the loan purpose to assess true risk."
LN17548,0.7959565071879983,High,"This application falls into our heightened risk tier due to the borrower’s short credit history and modest employment tenure, despite the small loan size. The two most concerning factors are the borrower’s limited credit experience of just two years and a single prior default, which raises questions about repayment reliability. Before approval, I recommend requesting additional documentation of stable income or a co-signer to mitigate risk exposure."
LN10741,0.7416760167382753,High,"This application falls into our highest risk tier due to the borrower’s limited credit history and modest income relative to the loan amount. With just two years of credit history and a debt-to-income ratio of 29%, the borrower’s ability to handle this $10,000 loan at 12.69% interest is questionable, especially given their one year of employment. Before approval, I recommend requiring a co-signer with stronger financial stability to mitigate the risk."
LN00117,0.8686418602105138,High,"This application falls into the highest risk tier due to the borrower’s minimal income, lack of employment history, and prior default, making approval highly questionable. The two most concerning factors are the 18% of annual income this loan would consume despite a $12,996 salary and the 13.49% interest rate on a $2,400 loan to a 23-year-old with no credit experience. Before moving forward, require a cosigner with stable income and strong credit to mitigate repayment risk."
LN29220,0.8963617340402833,High,"This application falls into the high-risk tier due to the borrower’s lack of employment history and minimal income relative to the loan amount, despite a long credit history. The two most concerning factors are the $15,000 annual income supporting a $5,000 loan at 33% of monthly take-home pay and zero years of documented employment experience, which raises repayment capacity questions. Before approval, request recent bank statements and a detailed explanation of income sources to verify stability."
LN06284,0.6964432957540354,High,"This application falls into Risk Tier 3 due to the borrower’s limited credit history and high default status, making it concerning for a $7,000 personal loan at 15.57% interest. The two most troubling factors are the 22-year-old applicant’s single default and just 4 years of credit history, compounded by a 0.16% income-to-loan ratio that strains affordability. Before approval, require a detailed explanation of the default and proof of stable income beyond the current $42,500 annual salary."
LN23540,0.8874399827356649,High,"This application falls into Tier 3 due to the borrower’s limited income stability and high loan-to-income ratio, raising concerns about repayment capacity. The two most troubling factors are the 27% debt-to-income ratio and just two years of employment history, both of which increase default risk. Before approval, request a detailed explanation of the borrower’s monthly expenses to assess affordability."
LN19927,0.9350227567833876,High,"This application falls into the high-risk tier due to the borrower's limited income stability and modest employment history, despite a long credit history. The two most concerning factors are the $10,750 loan representing 37% of annual income—a level well above our comfort zone—and the borrower's short four-year job tenure with no home ownership, increasing repayment uncertainty. I recommend deferring approval until the borrower provides at least six months of additional employment verification or a co-signer with stronger financial backing."
LN13141,0.9003798280390695,High,"This application falls into our high-risk tier due to the borrower’s limited credit history and the disproportionately high interest rate for a small loan. With just four years of credit history and a 16.77% rate on a $5,000 loan, the borrower’s income coverage at 0.06% raises concerns about repayment capacity. I recommend delaying approval until we verify additional income documentation or reduce the rate to align with their risk profile."
